name,description,packagelist,default,uservisible
"Games and Entertainment,游戏和娱乐","Various ways to relax and spend your free time.,各种放松和消遣的方法。","{""0ad"": ""optional"", ""BlockOutII"": ""optional"", ""CardManager"": ""optional"", ""CriticalMass"": ""optional"", ""FlightGear"": ""optional"", ""KoboDeluxe"": ""optional"", ""Maelstrom"": ""optional"", ""PySolFC"": ""optional"", ""PySolFC-cardsets"": ""optional"", ""PySolFC-music"": ""optional"", ""Ri-li"": ""optional"", ""abe"": ""optional"", ""adanaxisgpl"": ""optional"", ""agistudio"": ""optional"", ""alchemyquest"": ""optional"", ""alex4"": ""optional"", ""alienarena"": ""optional"", ""alienblaster"": ""optional"", ""alphabet-soup"": ""optional"", ""amoebax"": ""optional"", ""ants"": ""optional"", ""apricots"": ""optional"", ""armacycles-ad"": ""optional"", ""arrows"": ""optional"", ""asc"": ""optional"", ""asc-music"": ""optional"", ""astromenace"": ""optional"", ""asylum"": ""optional"", ""atanks"": ""optional"", ""atlantik"": ""optional"", ""atomix"": ""optional"", ""atomorun"": ""optional"", ""auriferous"": ""optional"", ""avoision"": ""optional"", ""ballbuster"": ""optional"", ""ballz"": ""optional"", ""barrage"": ""optional"", ""bastet"": ""optional"", ""beneath-a-steel-sky"": ""optional"", ""beneath-a-steel-sky-cd"": ""optional"", ""berusky"": ""optional"", ""berusky2"": ""optional"", ""biloba"": ""optional"", ""biniax"": ""optional"", ""blobwars"": ""optional"", ""bolzplatz2006"": ""optional"", ""bombardier"": ""optional"", ""boswars"": ""optional"", ""boswars-addons"": ""optional"", ""bsd-games"": ""optional"", ""bsp"": ""optional"", ""bzflag"": ""optional"", ""cave9"": ""optional"", ""ccgo"": ""optional"", ""cdogs-sdl"": ""optional"", ""celestia-gtk"": ""optional"", ""chocolate-doom"": ""optional"", ""chromium-bsu"": ""optional"", ""clanbomber"": ""optional"", ""clonekeen"": ""optional"", ""coco-coq"": ""optional"", ""colossus"": ""optional"", ""crack-attack"": ""optional"", ""crossfire"": ""optional"", ""crossfire-client"": ""optional"", ""crystal-stacker"": ""optional"", ""crystal-stacker-themes"": ""optional"", ""curblaster"": ""optional"", ""cylindrix"": ""optional"", ""darkplaces-quake"": ""optional"", ""dd2"": ""optional"", ""dgae"": ""optional"", ""drascula"": ""optional"", ""drascula-music"": ""optional"", ""duel3"": ""optional"", ""enigma"": ""optional"", ""extremetuxracer"": ""optional"", ""fbg2"": ""optional"", ""fgrun"": ""optional"", ""fillets-ng"": ""optional"", ""five-or-more"": ""optional"", ""flare"": ""optional"", ""flight-of-the-amazon-queen"": ""optional"", ""flight-of-the-amazon-queen-cd"": ""optional"", ""flobopuyo"": ""optional"", ""foobillard"": ""optional"", ""fortune-mod"": ""optional"", ""four-in-a-row"": ""optional"", ""freeciv-gtk"": ""optional"", ""freecol"": ""optional"", ""freedink"": ""optional"", ""freedoom"": ""optional"", ""freedoom-freedm"": ""optional"", ""freedroid"": ""optional"", ""freedroidrpg"": ""optional"", ""freetennis"": ""optional"", ""frozen-bubble"": ""optional"", ""funguloids"": ""optional"", ""games-menus"": ""optional"", ""gbrainy"": ""optional"", ""gemdropx"": ""optional"", ""glaxium"": ""optional"", ""glob2"": ""optional"", ""gnome-chess"": ""optional"", ""gnome-klotski"": ""optional"", ""gnome-mahjongg"": ""optional"", ""gnome-mines"": ""optional"", ""gnome-nibbles"": ""optional"", ""gnome-robots"": ""optional"", ""gnome-sudoku"": ""optional"", ""gnome-tetravex"": ""optional"", ""gnubg"": ""optional"", ""gnubik"": ""optional"", ""gnuchess"": ""optional"", ""gnugo"": ""optional"", ""gnujump"": ""optional"", ""greyhounds"": ""optional"", ""grhino"": ""optional"", ""gweled"": ""optional"", ""haxima"": ""optional"", ""hedgewars"": ""optional"", ""hexglass"": ""optional"", ""hitori"": ""optional"", ""iagno"": ""optional"", ""iapetal"": ""optional"", ""kbilliards"": ""optional"", ""kcheckers"": ""optional"", ""kdegames3"": ""optional"", ""knights"": ""optional"", ""koules"": ""optional"", ""lacewing"": ""optional"", ""lbrickbuster2"": ""optional"", ""lightsoff"": ""optional"", ""lincity-ng"": ""optional"", ""linuxconsoletools"": ""optional"", ""liquidwar"": ""optional"", ""lordsawar"": ""optional"", ""lpairs"": ""optional"", ""lure"": ""optional"", ""machineball"": ""optional"", ""magicmaze"": ""optional"", ""megaglest"": ""optional"", ""methane"": ""optional"", ""mine_detector"": ""optional"", ""minetest"": ""optional"", ""mirrormagic"": ""optional"", ""monsterz"": ""optional"", ""naev"": ""optional"", ""nagi"": ""optional"", ""naturette"": ""optional"", ""nazghul"": ""optional"", ""nethack"": ""optional"", ""nethack-vultures"": ""optional"", ""netpanzer"": ""optional"", ""neverball"": ""optional"", ""njam"": ""optional"", ""nogravity"": ""optional"", ""oneko"": ""optional"", ""openarena"": ""optional"", ""openlierox"": ""optional"", ""overgod"": ""optional"", ""pachi"": ""optional"", ""penguin-command"": ""optional"", ""pengupop"": ""optional"", ""pinball"": ""optional"", ""pingus"": ""optional"", ""pioneers"": ""optional"", ""pipenightdreams"": ""optional"", ""pipepanic"": ""optional"", ""planets"": ""optional"", ""plee-the-bear"": ""optional"", ""pokerth"": ""optional"", ""powermanga"": ""optional"", ""prboom"": ""optional"", ""professor-is-missing"": ""optional"", ""puzzles"": ""optional"", ""pychess"": ""optional"", ""qascade"": ""optional"", ""qstars"": ""optional"", ""quadrapassel"": ""optional"", ""quake3"": ""optional"", ""quake3-demo"": ""optional"", ""quarry"": ""optional"", ""raidem"": ""optional"", ""raidem-music"": ""optional"", ""redeclipse"": ""optional"", ""redeclipse-data"": ""optional"", ""redeclipse-server"": ""optional"", ""rocksndiamonds"": ""optional"", ""rogue"": ""optional"", ""rott-shareware"": ""optional"", ""sar2"": ""optional"", ""scorched3d"": ""optional"", ""scorchwentbonkers"": ""optional"", ""scummvm"": ""optional"", ""seahorse-adventures"": ""optional"", ""sergueis-destiny"": ""optional"", ""shippy"": ""optional"", ""sirius"": ""optional"", ""six"": ""optional"", ""slashem"": ""optional"", ""solarwolf"": ""optional"", ""sopwith"": ""optional"", ""stormbaancoureur"": ""optional"", ""supertux"": ""optional"", ""supertuxkart"": ""optional"", ""swell-foop"": ""optional"", ""tali"": ""optional"", ""taxipilot"": ""optional"", ""tecnoballz"": ""optional"", ""teeworlds"": ""optional"", ""tennix"": ""optional"", ""toppler"": ""optional"", ""torcs"": ""optional"", ""torcs-data"": ""optional"", ""trackballs"": ""optional"", ""trackballs-music"": ""optional"", ""tremulous"": ""optional"", ""trophy"": ""optional"", ""tunneler"": ""optional"", ""tuxmath"": ""optional"", ""tuxpuck"": ""optional"", ""typespeed"": ""optional"", ""ularn"": ""optional"", ""ultimatestunts"": ""optional"", ""uqm"": ""optional"", ""urbanterror"": ""optional"", ""vavoom"": ""optional"", ""vdrift"": ""optional"", ""vodovod"": ""optional"", ""warmux"": ""optional"", ""warzone2100"": ""optional"", ""warzone2100-sequences"": ""optional"", ""wesnoth"": ""optional"", ""widelands"": ""optional"", ""wordwarvi"": ""optional"", ""worldofpadman"": ""optional"", ""worminator"": ""optional"", ""xaos"": ""optional"", ""xblast"": ""optional"", ""xboard"": ""optional"", ""xgalaxy"": ""optional"", ""xgrav"": ""optional"", ""xmoto"": ""optional"", ""xonotic"": ""optional"", ""xpenguins"": ""optional"", ""xpilot-ng"": ""optional"", ""xpilot-ng-server"": ""optional"", ""xplanet"": ""optional"", ""xscorch"": ""optional"", ""xskat"": ""optional"", ""xteddy"": ""optional"", ""xu4"": ""optional"", ""zasx"": ""optional"", ""zaz"": ""optional""}",false,true
"GNOME,GNOME","GNOME is a highly intuitive and user friendly desktop environment.,GNOME 是高度直观和用户友好的桌面环境。","{""dconf"": ""mandatory"", ""gdm"": ""mandatory"", ""gnome-boxes"": ""mandatory"", ""gnome-connections"": ""mandatory"", ""gnome-control-center"": ""mandatory"", ""gnome-initial-setup"": ""mandatory"", ""gnome-session-wayland-session"": ""mandatory"", ""gnome-settings-daemon"": ""mandatory"", ""gnome-shell"": ""mandatory"", ""gnome-software"": ""mandatory"", ""gnome-terminal"": ""mandatory"", ""gnome-text-editor"": ""mandatory"", ""nautilus"": ""mandatory"", ""polkit"": ""mandatory"", ""yelp"": ""mandatory"", ""ModemManager"": ""default"", ""NetworkManager-adsl"": ""default"", ""NetworkManager-openconnect-gnome"": ""default"", ""NetworkManager-openvpn-gnome"": ""default"", ""NetworkManager-ppp"": ""default"", ""NetworkManager-pptp-gnome"": ""default"", ""NetworkManager-ssh-gnome"": ""default"", ""NetworkManager-vpnc-gnome"": ""default"", ""NetworkManager-wwan"": ""default"", ""PackageKit-command-not-found"": ""default"", ""PackageKit-gtk3-module"": ""default"", ""adobe-source-code-pro-fonts"": ""default"", ""avahi"": ""default"", ""baobab"": ""default"", ""evince"": ""default"", ""evince-djvu"": ""default"", ""fprintd-pam"": ""default"", ""glib-networking"": ""default"", ""gnome-backgrounds"": ""default"", ""gnome-bluetooth"": ""default"", ""gnome-browser-connector"": ""default"", ""gnome-calculator"": ""default"", ""gnome-calendar"": ""default"", ""gnome-characters"": ""default"", ""gnome-classic-session"": ""default"", ""gnome-classic-session-xsession"": ""default"", ""gnome-clocks"": ""default"", ""gnome-color-manager"": ""default"", ""gnome-contacts"": ""default"", ""gnome-disk-utility"": ""default"", ""gnome-font-viewer"": ""default"", ""gnome-logs"": ""default"", ""gnome-maps"": ""default"", ""gnome-remote-desktop"": ""default"", ""gnome-session-xsession"": ""default"", ""gnome-system-monitor"": ""default"", ""gnome-terminal-nautilus"": ""default"", ""gnome-user-docs"": ""default"", ""gnome-user-share"": ""default"", ""gnome-weather"": ""default"", ""gvfs-afc"": ""default"", ""gvfs-afp"": ""default"", ""gvfs-archive"": ""default"", ""gvfs-fuse"": ""default"", ""gvfs-goa"": ""default"", ""gvfs-gphoto2"": ""default"", ""gvfs-mtp"": ""default"", ""gvfs-smb"": ""default"", ""librsvg2"": ""default"", ""libsane-hpaio"": ""default"", ""loupe"": ""default"", ""mesa-dri-drivers"": ""default"", ""mesa-libEGL"": ""default"", ""rygel"": ""default"", ""sane-backends-drivers-scanners"": ""default"", ""simple-scan"": ""default"", ""snapshot"": ""default"", ""sushi"": ""default"", ""systemd-oomd-defaults"": ""default"", ""totem"": ""default"", ""tracker"": ""default"", ""tracker-miners"": ""default"", ""xdg-desktop-portal"": ""default"", ""xdg-desktop-portal-gnome"": ""default"", ""xdg-desktop-portal-gtk"": ""default"", ""xdg-user-dirs-gtk"": ""default""}",false,false
"Extra games for the GNOME Desktop,适用于 GNOME 桌面环境的额外游戏","A variety of games for the GNOME Desktop,适用于 GNOME 桌面环境的各种游戏","{""five-or-more"": ""mandatory"", ""four-in-a-row"": ""mandatory"", ""gnome-chess"": ""mandatory"", ""gnome-klotski"": ""mandatory"", ""gnome-mahjongg"": ""mandatory"", ""gnome-mines"": ""mandatory"", ""gnome-nibbles"": ""mandatory"", ""gnome-robots"": ""mandatory"", ""gnome-sudoku"": ""mandatory"", ""gnome-taquin"": ""mandatory"", ""gnome-tetravex"": ""mandatory"", ""hitori"": ""mandatory"", ""iagno"": ""mandatory"", ""lightsoff"": ""mandatory"", ""quadrapassel"": ""mandatory"", ""swell-foop"": ""mandatory"", ""tali"": ""mandatory""}",false,false
"GNOME Software Development,GNOME 软件开发","Install these packages in order to develop GTK+ and GNOME graphical applications.,安装这些软件包以便于开发 GTK+ 和 GNOME 图形化应用程序。","{""atk-devel"": ""mandatory"", ""clutter-devel"": ""mandatory"", ""dbus-devel"": ""mandatory"", ""glib2-devel"": ""mandatory"", ""gstreamer1-devel"": ""mandatory"", ""gtk3-devel"": ""mandatory"", ""gtk3-devel-docs"": ""mandatory"", ""intltool"": ""mandatory"", ""pango-devel"": ""mandatory"", ""at-spi2-core-devel"": ""default"", ""clutter-gtk-devel"": ""default"", ""devhelp"": ""default"", ""evolution-data-server-devel"": ""default"", ""git"": ""default"", ""glib2-doc"": ""default"", ""gnome-common"": ""default"", ""gnome-desktop3-devel"": ""default"", ""gnome-devel-docs"": ""default"", ""gobject-introspection"": ""default"", ""gobject-introspection-devel"": ""default"", ""gtk-doc"": ""default"", ""libcanberra-devel"": ""default"", ""libgda-devel"": ""default"", ""libgnome-keyring-devel"": ""default"", ""libnotify-devel"": ""default"", ""webkitgtk6.0-devel"": ""default"", ""cairomm-devel"": ""optional"", ""cairomm-doc"": ""optional"", ""clutter-gst3-devel"": ""optional"", ""glibmm2.4-devel"": ""optional"", ""gnome-builder"": ""optional"", ""gtkmm3.0-devel"": ""optional"", ""libgtop2-devel"": ""optional"", ""libsigc++20-devel"": ""optional"", ""vala"": ""optional"", ""webkit2gtk4.0-devel"": ""optional"", ""webkit2gtk4.1-devel"": ""optional""}",false,false
"Graphical Internet,图形化互联网","This group includes graphical email, web, and chat clients.,该组包括图形化电子邮件、Web 和聊天客户端。","{""balsa"": ""optional"", ""bluefish"": ""optional"", ""choqok"": ""optional"", ""claws-mail"": ""optional"", ""deluge"": ""optional"", ""dillo"": ""optional"", ""epiphany"": ""optional"", ""evolution"": ""optional"", ""evolution-bogofilter"": ""optional"", ""evolution-help"": ""optional"", ""filezilla"": ""optional"", ""firefox"": ""optional"", ""gajim"": ""optional"", ""gftp"": ""optional"", ""gnome-translate"": ""optional"", ""gtk-gnutella"": ""optional"", ""gtorrentviewer"": ""optional"", ""hexchat"": ""optional"", ""jd"": ""optional"", ""kdewebdev"": ""optional"", ""kita"": ""optional"", ""konversation"": ""optional"", ""kvirc"": ""optional"", ""liferea"": ""optional"", ""logjam"": ""optional"", ""mail-notification"": ""optional"", ""mtr-gtk"": ""optional"", ""ochusha"": ""optional"", ""pcmanx-gtk2"": ""optional"", ""pidgin"": ""optional"", ""pidgin-libnotify"": ""optional"", ""psi"": ""optional"", ""qbittorrent"": ""optional"", ""qterm"": ""optional"", ""rekonq"": ""optional"", ""seamonkey"": ""optional"", ""sylpheed"": ""optional"", ""thunderbird"": ""optional"", ""transmission-gtk"": ""optional"", ""transmission-qt"": ""optional"", ""uget"": ""optional"", ""x3270-x11"": ""optional""}",false,false
"Graphics,图形","This group includes packages to help you manipulate and scan images.,这组包括帮助您处理和扫描图像的软件包。","{""ImageMagick"": ""optional"", ""Panini"": ""optional"", ""asciio"": ""optional"", ""asymptote"": ""optional"", ""blender"": ""optional"", ""cbrpager"": ""optional"", ""dcraw"": ""optional"", ""digikam"": ""optional"", ""gcolor2"": ""optional"", ""geeqie"": ""optional"", ""gifsicle"": ""optional"", ""gifview"": ""optional"", ""gimp"": ""optional"", ""gimp-data-extras"": ""optional"", ""gimp-help"": ""optional"", ""gnofract4d"": ""optional"", ""graphviz"": ""optional"", ""gutenprint-plugin"": ""optional"", ""gv"": ""optional"", ""gwenview"": ""optional"", ""hugin"": ""optional"", ""inkscape"": ""optional"", ""ipe"": ""optional"", ""kf5-kipi-plugins"": ""optional"", ""kolourpaint"": ""optional"", ""kphotoalbum"": ""optional"", ""krita"": ""optional"", ""libsane-hpaio"": ""optional"", ""mirage"": ""optional"", ""mtpaint"": ""optional"", ""netpbm-progs"": ""optional"", ""nip2"": ""optional"", ""optipng"": ""optional"", ""pstoedit"": ""optional"", ""python3-pydot"": ""optional"", ""qiv"": ""optional"", ""rawstudio"": ""optional"", ""renrot"": ""optional"", ""sane-backends-drivers-cameras"": ""optional"", ""sane-backends-drivers-scanners"": ""optional"", ""sane-frontends"": ""optional"", ""shotwell"": ""optional"", ""simple-scan"": ""optional"", ""spectacle"": ""optional"", ""tuxpaint"": ""optional"", ""tzclock"": ""optional"", ""ufraw"": ""optional"", ""viewnior"": ""optional"", ""xfig"": ""optional"", ""xsane"": ""optional"", ""xsane-gimp"": ""conditional""}",false,false
"Guest Desktop Agents,客户机桌面代理","Agents used when running as a virtualized desktop.,作为虚拟化桌面运行时使用的代理。","{""hyperv-daemons"": ""mandatory"", ""open-vm-tools-desktop"": ""mandatory"", ""qemu-guest-agent"": ""mandatory"", ""spice-vdagent"": ""mandatory"", ""spice-webdavd"": ""mandatory"", ""virtualbox-guest-additions"": ""mandatory""}",false,false
"High Availability,高可用组件","Infrastructure for highly available services and/or shared storage.,面向高可用服务及/或共享存储的基础设施。","{""fence-agents-all"": ""mandatory"", ""omping"": ""mandatory"", ""pacemaker"": ""mandatory"", ""pcs"": ""mandatory""}",false,false
"HAProxy,HAProxy","TCP/HTTP Load Balancer.,TCP/HTTP 负载均衡器。","{""haproxy"": ""mandatory""}",false,false
"Haskell,Haskell","Support for developing programs in the Haskell programming language.,对用 Haskell 编程语言开发程序的支持。","{""cabal-rpm"": ""mandatory"", ""darcs"": ""mandatory"", ""ghc"": ""mandatory"", ""ghc-rpm-macros"": ""mandatory"", ""ghcid"": ""mandatory"", ""haskell-platform"": ""mandatory"", ""hlint"": ""mandatory""}",false,false
"i3 window manager,","i3 is a tiling window manager primarily targeted at advanced users and developers. This group is a minimal, lightweight group of packages to use i3wm with other system components.,","{""NetworkManager"": ""mandatory"", ""brightnessctl"": ""mandatory"", ""dunst"": ""mandatory"", ""i3"": ""mandatory"", ""i3-config-fedora"": ""mandatory"", ""i3lock"": ""mandatory"", ""i3status"": ""mandatory"", ""lightdm"": ""mandatory"", ""lightdm-gtk"": ""mandatory"", ""lightdm-gtk-greeter-settings"": ""mandatory"", ""mousepad"": ""mandatory"", ""network-manager-applet"": ""mandatory"", ""pavucontrol"": ""mandatory"", ""pulseaudio-utils"": ""mandatory"", ""volumeicon"": ""mandatory"", ""azote"": ""default"", ""dmenu"": ""default"", ""firefox"": ""default"", ""htop"": ""default""}",false,false
"i3 window manager (supplemental packages),","i3 is a tiling window manager primarily targeted at advanced users and developers. This group includes supplemental, optional packages for the i3 window manager.,","{""alacritty"": ""default"", ""arandr"": ""default"", ""conky"": ""default"", ""lxappearance"": ""default"", ""powertop"": ""default"", ""py3status"": ""default"", ""qutebrowser"": ""default"", ""rofi"": ""default"", ""tmux"": ""default"", ""xarchiver"": ""default""}",false,false
"Input Methods,输入法","Input method packages for the input of international text.,用于输入国际文本的输入法软件包。","{""ibus-anthy"": ""default"", ""ibus-hangul"": ""default"", ""ibus-libpinyin"": ""default"", ""ibus-libzhuyin"": ""default"", ""ibus-m17n"": ""default"", ""ibus-typing-booster"": ""default"", ""im-chooser"": ""default"", ""imsettings"": ""default"", ""imsettings-gsettings"": ""default"", ""caribou"": ""optional"", ""cellwriter"": ""optional"", ""fcitx"": ""optional"", ""gcin"": ""optional"", ""ibus-fbterm"": ""optional"", ""ibus-handwrite"": ""optional"", ""ibus-input-pad"": ""optional"", ""ibus-kkc"": ""optional"", ""ibus-mozc"": ""optional"", ""ibus-sayura"": ""optional"", ""ibus-skk"": ""optional"", ""ibus-table"": ""optional"", ""ibus-table-chinese-array"": ""optional"", ""ibus-table-chinese-cangjie"": ""optional"", ""ibus-table-chinese-quick"": ""optional"", ""ibus-table-cyrillic"": ""optional"", ""ibus-unikey"": ""optional"", ""input-pad"": ""optional"", ""scim-fcitx"": ""optional"", ""scim-gtk"": ""optional"", ""scim-hangul"": ""optional"", ""scim-m17n"": ""optional"", ""scim-pinyin"": ""optional"", ""scim-qt"": ""optional"", ""scim-rawcode"": ""optional"", ""scim-thai"": ""optional"", ""uim"": ""optional"", ""uim-anthy"": ""optional"", ""uim-gtk2"": ""optional"", ""uim-gtk3"": ""optional"", ""uim-m17n"": ""optional"", ""uim-qt"": ""optional"", ""uim-skk"": ""optional"", ""gtk2-immodule-xim"": ""conditional"", ""gtk3-immodule-xim"": ""conditional"", ""ibus-gtk2"": ""conditional"", ""ibus-gtk3"": ""conditional"", ""ibus-gtk4"": ""conditional"", ""ibus-qt"": ""conditional"", ""im-chooser-xfce"": ""conditional"", ""imsettings-plasma"": ""conditional""}",false,false
"Java,Java","Support for running programs written in the Java programming language.,对运行用 Java 编写的程序的支持。","{""java-1.8.0-openjdk"": ""mandatory"", ""abrt-java-connector"": ""default""}",false,false
"Java Development,Java 开发","Support for developing programs in the Java programming language.,对用 Java 编程语言开发程序的支持。","{""ant"": ""mandatory"", ""ecj"": ""mandatory"", ""java-1.8.0-openjdk-devel"": ""mandatory"", ""abrt-java-connector"": ""default"", ""ant-antlr"": ""default"", ""ant-apache-bcel"": ""default"", ""ant-apache-oro"": ""default"", ""ant-apache-regexp"": ""default"", ""ant-apache-resolver"": ""default"", ""ant-commons-logging"": ""default"", ""ant-jakartamail"": ""default"", ""ant-jdepend"": ""default"", ""ant-junit"": ""default"", ""ant-swing"": ""default"", ""apache-commons-beanutils"": ""default"", ""apache-commons-codec"": ""default"", ""apache-commons-collections"": ""default"", ""apache-commons-compress"": ""default"", ""apache-commons-digester"": ""default"", ""apache-commons-exec"": ""default"", ""apache-commons-io"": ""default"", ""apache-commons-logging"": ""default"", ""apache-commons-math"": ""default"", ""apache-commons-modeler"": ""default"", ""apache-commons-net"": ""default"", ""apache-commons-pool"": ""default"", ""bcel"": ""default"", ""dogtag-ldapjdk"": ""default"", ""jakarta-mail"": ""default"", ""jakarta-oro"": ""default"", ""java-1.8.0-openjdk-demo"": ""default"", ""java-1.8.0-openjdk-javadoc"": ""default"", ""java-1.8.0-openjdk-src"": ""default"", ""java_cup"": ""default"", ""jdepend"": ""default"", ""jflex"": ""default"", ""junit"": ""default"", ""log4j"": ""default"", ""maven"": ""default"", ""regexp"": ""default"", ""xalan-j2"": ""default"", ""xalan-j2-xsltc"": ""default"", ""xerces-j2"": ""default"", ""xml-commons-apis"": ""default"", ""xml-commons-resolver"": ""default"", ""jcip-annotations"": ""optional"", ""jsr-305"": ""optional""}",false,false
"Java Application Server,Java 应用程序服务器","Java application server.,Java 应用程序服务器。","{""abrt-java-connector"": ""mandatory"", ""java-1.8.0-openjdk"": ""mandatory"", ""java-1.8.0-openjdk-devel"": ""mandatory"", ""maven"": ""mandatory""}",false,false
"KDE Applications,KDE 应用程序","A set of commonly used KDE applications,一组常用的 KDE 应用程序","{""kcalc"": ""default"", ""keditbookmarks"": ""default"", ""kmahjongg"": ""default"", ""kmines"": ""default"", ""kmouth"": ""default"", ""kpat"": ""default"", ""krdc"": ""default"", ""krusader"": ""default"", ""ktorrent"": ""default"", ""neochat"": ""default"", ""okular"": ""default"", ""skanpage"": ""default""}",false,false
"KDE,KDE","The KDE Plasma Workspaces, a highly-configurable graphical user interface which includes a panel, desktop, system icons and desktop widgets, and many powerful KDE applications.,KDE Plasma 是一个可灵活配置的图形用户界面，包括面板，桌面，系统图标和桌面小部件，以及许多功能强大的 KDE 应用程序。","{""plasma-pk-updates"": ""optional""}",false,false
"KDE Educational applications,KDE 教育程序","KDE Educational applications,KDE 教育程序","{""blinken"": ""mandatory"", ""cantor"": ""mandatory"", ""kalgebra"": ""mandatory"", ""kalzium"": ""mandatory"", ""kanagram"": ""mandatory"", ""kbruch"": ""mandatory"", ""kgeography"": ""mandatory"", ""khangman"": ""mandatory"", ""kig"": ""mandatory"", ""kiten"": ""mandatory"", ""klettres"": ""mandatory"", ""kmplot"": ""mandatory"", ""kstars"": ""mandatory"", ""ktouch"": ""mandatory"", ""kturtle"": ""mandatory"", ""kwordquiz"": ""mandatory"", ""marble"": ""mandatory"", ""parley"": ""mandatory"", ""rocs"": ""mandatory"", ""step"": ""mandatory""}",false,false
"KDE Multimedia support,KDE 多媒体支持","Multimedia support for KDE,为 KDE 提供的多媒体支持","{""digikam"": ""default"", ""dragon"": ""default"", ""elisa-player"": ""default"", ""gwenview"": ""default"", ""k3b"": ""default"", ""kamera"": ""default"", ""kamoso"": ""default"", ""kolourpaint"": ""default""}",false,false
"KDE Office,KDE Office","KDE Office applications,KDE Office 应用程序","{""calligra-sheets"": ""mandatory"", ""calligra-stage"": ""mandatory"", ""calligra-words"": ""mandatory"", ""okular"": ""mandatory""}",false,false
"KDE PIM,","Personal information management tools for KDE,","{""akregator"": ""default"", ""kaddressbook"": ""default"", ""kgpg"": ""default"", ""kmail"": ""default"", ""kontact"": ""default"", ""korganizer"": ""default""}",false,false
"KDE Software Development,KDE 软件开发","Install these packages to develop Qt and KDE graphical applications.,安装这些软件包以便于开发 Qt 和 KDE 图形化应用程序。","{""cmake"": ""mandatory"", ""kdelibs-devel"": ""mandatory"", ""qt-devel"": ""mandatory"", ""cervisia"": ""default"", ""dolphin-plugins"": ""default"", ""kapptemplate"": ""default"", ""kate"": ""default"", ""kcachegrind"": ""default"", ""kde-dev-scripts"": ""default"", ""kdelibs-webkit-devel"": ""default"", ""kdepimlibs-devel"": ""default"", ""kdesdk-kioslaves"": ""default"", ""kdesdk-thumbnailers"": ""default"", ""kdevelop"": ""default"", ""kompare"": ""default"", ""kpartloader"": ""default"", ""kuiviewer"": ""default"", ""okteta"": ""default"", ""poxml"": ""default"", ""umbrello"": ""default"", ""audiocd-kio-devel"": ""optional"", ""cantor-devel"": ""optional"", ""gambas3-runtime"": ""optional"", ""kdbg"": ""optional"", ""kdelibs3-devel"": ""optional"", ""kdesvn"": ""optional"", ""kdewebdev-devel"": ""optional"", ""kiten-devel"": ""optional"", ""krazy2"": ""optional"", ""libkcddb-devel"": ""optional"", ""libkcompactdisc-devel"": ""optional"", ""libkdegames-devel"": ""optional"", ""qt-creator"": ""optional"", ""qt-mobility-devel"": ""optional"", ""qt3-designer"": ""optional"", ""qt3-devel"": ""optional"", ""qtwebkit-devel"": ""optional"", ""rocs-devel"": ""optional""}",false,false
"KDE Spin Initial Setup,","The KDE Spin Initial Setup packages for firstboot configuration.,","{""initial-setup-gui"": ""default"", ""initial-setup-gui-wayland-plasma"": ""default""}",false,false
"KDE Frameworks 5 Software Development,KDE Frameworks 5 软件开发","Install these packages to develop applications using Qt5 and KDE Frameworks 5.,安装这些软件包以便于开发 Qt5 和 KDE Frameworks 5。","{""cmake"": ""mandatory"", ""extra-cmake-modules"": ""mandatory"", ""qt5-qtdeclarative-devel"": ""default"", ""qt5-qtquickcontrols"": ""default"", ""qt5-qttools-devel"": ""default"", ""qt5-qtwebkit-devel"": ""default"", ""qt-creator"": ""optional"", ""qt5-qtconnectivity-devel"": ""optional"", ""qt5-qtlocation-devel"": ""optional"", ""qt5-qtmultimedia-devel"": ""optional"", ""qt5-qtscript-devel"": ""optional"", ""qt5-qtsensors-devel"": ""optional"", ""qt5-qtserialport-devel"": ""optional"", ""qt5-qtsvg-devel"": ""optional"", ""qt5-qtwayland-devel"": ""optional"", ""qt5-qtx11extras-devel"": ""optional"", ""qt5-qtxmlpatterns-devel"": ""optional""}",false,false
